<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,07/13/18,00:00:00,145.3200000,146.8700000,144.8700000,146.8700000,13522800
GAZP,D,07/16/18,00:00:00,146.7900000,148.9800000,146.1300000,147.0000000,25861000
GAZP,D,07/17/18,00:00:00,146.5900000,146.7300000,144.1500000,145.3100000,25684080
GAZP,D,07/18/18,00:00:00,138.8600000,138.9900000,137.4500000,138.2900000,28361940
GAZP,D,07/19/18,00:00:00,138.3900000,138.6600000,136.8500000,137.5800000,18326290
GAZP,D,07/20/18,00:00:00,137.5300000,138.0000000,136.4200000,136.4700000,18700220
GAZP,D,07/23/18,00:00:00,136.5800000,139.2200000,136.5800000,138.3700000,17901510
GAZP,D,07/24/18,00:00:00,138.5700000,139.7000000,137.9200000,138.8500000,13396020
GAZP,D,07/25/18,00:00:00,138.0800000,138.8800000,137.6400000,138.2100000,13601850
GAZP,D,07/26/18,00:00:00,138.8400000,139.1700000,137.7400000,138.1800000,10795300
GAZP,D,07/27/18,00:00:00,138.4000000,138.7000000,137.1300000,137.9900000,9466230
GAZP,D,07/30/18,00:00:00,137.5800000,138.9000000,137.1200000,138.9000000,13182880
GAZP,D,07/31/18,00:00:00,138.7100000,143.7900000,138.4600000,143.7900000,31491250
GAZP,D,08/01/18,00:00:00,143.0000000,143.3100000,141.4800000,142.1400000,18193480
GAZP,D,08/02/18,00:00:00,141.7500000,142.8900000,139.7600000,140.3600000,12663990
GAZP,D,08/03/18,00:00:00,140.2000000,142.3900000,139.5000000,142.3900000,21843850
GAZP,D,08/06/18,00:00:00,142.4300000,142.5800000,140.3200000,141.3400000,15233700
GAZP,D,08/07/18,00:00:00,141.3500000,143.0400000,140.9500000,142.7400000,14033950
GAZP,D,08/08/18,00:00:00,142.7100000,144.1900000,142.2000000,144.1000000,26994160
GAZP,D,08/09/18,00:00:00,143.4000000,145.4600000,143.2600000,145.2000000,29174620
GAZP,D,08/10/18,00:00:00,144.6800000,146.2000000,144.0100000,144.8000000,27191130
GAZP,D,08/13/18,00:00:00,143.9000000,145.1500000,142.5400000,142.9000000,22775280
GAZP,D,08/14/18,00:00:00,143.4900000,143.4900000,139.8500000,141.2400000,22362070
GAZP,D,08/15/18,00:00:00,141.0200000,141.6800000,139.5000000,141.5000000,20921490
GAZP,D,08/16/18,00:00:00,141.4600000,142.0900000,139.9500000,140.8800000,14303090
GAZP,D,08/17/18,00:00:00,140.8700000,141.7600000,140.0300000,141.0100000,15071490
GAZP,D,08/20/18,00:00:00,141.9700000,142.2200000,140.6100000,141.5100000,8200340
GAZP,D,08/21/18,00:00:00,141.5700000,143.4900000,140.1200000,143.3000000,13668300
GAZP,D,08/22/18,00:00:00,143.5000000,144.4100000,142.3000000,144.1600000,16220450
GAZP,D,08/23/18,00:00:00,143.8100000,145.0000000,141.5000000,141.5000000,21388560
GAZP,D,08/24/18,00:00:00,141.7000000,143.9800000,141.5000000,143.6000000,18991800
GAZP,D,08/27/18,00:00:00,143.5100000,144.5200000,143.2500000,144.5200000,12761820
GAZP,D,08/28/18,00:00:00,144.5700000,146.7300000,144.5700000,145.6000000,19605540
GAZP,D,08/29/18,00:00:00,145.7500000,147.8800000,145.4000000,147.8800000,19138360
GAZP,D,08/30/18,00:00:00,147.8700000,148.3400000,145.6600000,145.9800000,17196900
GAZP,D,08/31/18,00:00:00,145.7000000,150.2000000,144.7800000,149.9500000,32950200
GAZP,D,09/03/18,00:00:00,149.9500000,151.0000000,148.5200000,148.7300000,14940540
GAZP,D,09/04/18,00:00:00,148.8600000,149.4100000,146.3900000,147.4000000,17075740
GAZP,D,09/05/18,00:00:00,147.2000000,148.5000000,146.8500000,147.0600000,15791180
GAZP,D,09/06/18,00:00:00,147.1600000,149.5000000,146.8900000,147.0600000,22009830
GAZP,D,09/07/18,00:00:00,146.9600000,148.9900000,146.5400000,148.8000000,16239400
GAZP,D,09/10/18,00:00:00,149.0000000,150.7500000,148.1500000,150.7500000,18670210
GAZP,D,09/11/18,00:00:00,150.7500000,152.9500000,150.1700000,152.3600000,44746030
GAZP,D,09/12/18,00:00:00,152.8600000,156.0000000,152.5400000,155.0500000,34157300
GAZP,D,09/13/18,00:00:00,154.6000000,155.7900000,153.0000000,153.5000000,21455930
GAZP,D,09/14/18,00:00:00,153.3300000,154.0000000,151.7700000,152.1500000,14166220
GAZP,D,09/17/18,00:00:00,151.9900000,155.7400000,151.4100000,155.4600000,33784110
GAZP,D,09/18/18,00:00:00,155.5000000,157.8700000,154.7400000,157.0800000,27139580
GAZP,D,09/19/18,00:00:00,157.5200000,159.7900000,156.6500000,157.3900000,43320720
GAZP,D,09/20/18,00:00:00,157.1000000,158.8900000,154.3500000,154.3500000,52178250
GAZP,D,09/21/18,00:00:00,154.6400000,158.9500000,154.5200000,158.6400000,48177010
GAZP,D,09/24/18,00:00:00,158.4800000,159.5000000,157.6000000,159.0000000,21553930
GAZP,D,09/25/18,00:00:00,159.4800000,160.9400000,157.8000000,160.8400000,21965630
GAZP,D,09/26/18,00:00:00,161.2600000,162.0000000,158.6400000,159.2700000,25557150
GAZP,D,09/27/18,00:00:00,159.3400000,162.4500000,158.5700000,161.8000000,41245320
GAZP,D,09/28/18,00:00:00,162.0000000,163.1900000,160.5000000,162.6100000,18914160
GAZP,D,10/01/18,00:00:00,163.4300000,163.9300000,161.2000000,161.8900000,15691970
GAZP,D,10/02/18,00:00:00,162.0200000,163.4700000,160.9700000,162.5900000,22794340
GAZP,D,10/03/18,00:00:00,163.0000000,170.1500000,162.7700000,169.4700000,65141860
GAZP,D,10/04/18,00:00:00,169.6000000,171.9500000,167.1500000,168.5000000,54167140
GAZP,D,10/05/18,00:00:00,167.8000000,171.1400000,166.5200000,170.5000000,30143510
GAZP,D,10/08/18,00:00:00,171.9900000,173.9500000,170.5500000,171.8100000,24276060
GAZP,D,10/09/18,00:00:00,172.5900000,176.9500000,172.1100000,172.1100000,45938350
GAZP,D,10/10/18,00:00:00,172.1100000,172.9500000,165.9000000,166.2000000,40726270
GAZP,D,10/11/18,00:00:00,162.4000000,163.8000000,160.6000000,161.9200000,43667630
GAZP,D,10/12/18,00:00:00,163.2000000,167.5900000,163.1000000,167.0000000,32072180
GAZP,D,10/15/18,00:00:00,167.5800000,168.6000000,163.1800000,164.0000000,20154950
GAZP,D,10/16/18,00:00:00,163.9100000,166.0000000,161.6100000,165.9900000,19259040
GAZP,D,10/17/18,00:00:00,167.1400000,167.3800000,163.3000000,164.5600000,19388010
GAZP,D,10/18/18,00:00:00,163.8000000,164.5500000,159.7000000,160.1800000,27086820
GAZP,D,10/19/18,00:00:00,160.7000000,161.3200000,158.1900000,161.3200000,31865890
GAZP,D,10/22/18,00:00:00,161.5000000,162.5000000,155.4200000,155.7000000,26071090
GAZP,D,10/23/18,00:00:00,154.4800000,155.2000000,151.7600000,153.6100000,31852020
GAZP,D,10/24/18,00:00:00,154.8900000,156.5800000,152.3100000,154.7000000,38379370
GAZP,D,10/25/18,00:00:00,152.7000000,156.8700000,152.5000000,155.6500000,35181510
GAZP,D,10/26/18,00:00:00,155.1900000,155.2400000,151.2100000,152.5000000,24333150
GAZP,D,10/29/18,00:00:00,152.0000000,153.7600000,151.5600000,152.5200000,15747080
GAZP,D,10/30/18,00:00:00,151.9800000,153.7400000,149.9000000,151.3000000,18630320
GAZP,D,10/31/18,00:00:00,152.0000000,155.4700000,152.0000000,155.4700000,24344060
GAZP,D,11/01/18,00:00:00,155.0900000,155.1000000,153.1700000,153.5000000,17054340
GAZP,D,11/02/18,00:00:00,154.1100000,154.9900000,153.3200000,153.7100000,15921720
GAZP,D,11/06/18,00:00:00,154.6600000,156.6500000,154.3800000,156.0000000,17900550
GAZP,D,11/07/18,00:00:00,156.0900000,157.8900000,154.7000000,157.8500000,34064230
GAZP,D,11/08/18,00:00:00,158.0000000,159.0000000,156.7100000,157.5100000,19897210
GAZP,D,11/09/18,00:00:00,156.5800000,156.8600000,151.8000000,153.1900000,34550880
GAZP,D,11/12/18,00:00:00,153.3600000,153.9000000,150.8000000,150.8900000,18167710
GAZP,D,11/13/18,00:00:00,150.4700000,151.5000000,148.8000000,148.8300000,28381590
GAZP,D,11/14/18,00:00:00,148.3400000,152.1800000,147.5500000,151.8500000,29905210
GAZP,D,11/15/18,00:00:00,152.7700000,155.2100000,152.6000000,154.1400000,29357240
GAZP,D,11/16/18,00:00:00,154.3100000,154.7600000,151.5400000,153.1600000,22612860
GAZP,D,11/19/18,00:00:00,153.5000000,155.0000000,153.4200000,154.1000000,18705890
GAZP,D,11/20/18,00:00:00,153.8000000,154.0000000,150.3000000,151.5100000,17143570
GAZP,D,11/21/18,00:00:00,151.2300000,152.7500000,151.1300000,152.4000000,15547090
GAZP,D,11/22/18,00:00:00,152.4000000,154.4000000,152.0200000,153.9100000,11601450
GAZP,D,11/23/18,00:00:00,153.4400000,153.6700000,150.3000000,151.7900000,19144370
GAZP,D,11/26/18,00:00:00,151.7400000,151.7900000,146.3000000,149.5300000,30510770
GAZP,D,11/27/18,00:00:00,149.9200000,154.2700000,149.8000000,153.8000000,20047920
GAZP,D,11/28/18,00:00:00,154.2200000,166.1000000,154.0000000,165.5800000,75501600
GAZP,D,11/29/18,00:00:00,166.6000000,167.3600000,163.6000000,164.9900000,43222090
GAZP,D,11/30/18,00:00:00,164.4000000,164.6500000,160.2500000,161.2900000,34040720
GAZP,D,12/03/18,00:00:00,164.2000000,166.6500000,163.8100000,165.4000000,39201230
GAZP,D,12/04/18,00:00:00,164.9200000,165.0000000,162.3000000,164.2000000,21819480
GAZP,D,12/05/18,00:00:00,161.2900000,164.5700000,160.3100000,164.5700000,23326990
GAZP,D,12/06/18,00:00:00,162.9000000,163.0000000,159.0000000,160.6200000,30346560
GAZP,D,12/07/18,00:00:00,160.8300000,163.1500000,159.6700000,163.0000000,29899120
GAZP,D,12/10/18,00:00:00,161.5000000,162.5000000,160.6800000,161.0000000,13580700
GAZP,D,12/11/18,00:00:00,160.8000000,161.2700000,157.6900000,158.6000000,24926650
GAZP,D,12/12/18,00:00:00,158.0000000,158.0900000,154.0000000,155.7900000,32682680
GAZP,D,12/13/18,00:00:00,154.9500000,156.4900000,153.2500000,156.4900000,19593130
GAZP,D,12/14/18,00:00:00,155.9600000,155.9800000,153.5100000,155.4000000,13691610
GAZP,D,12/17/18,00:00:00,155.1600000,156.4100000,152.9300000,153.5300000,18335250
GAZP,D,12/18/18,00:00:00,152.4000000,152.4200000,150.0500000,151.8900000,29979840
GAZP,D,12/19/18,00:00:00,151.1000000,153.7900000,150.7100000,152.9800000,19828860
GAZP,D,12/20/18,00:00:00,150.2300000,152.3800000,149.7000000,152.2700000,27281980
GAZP,D,12/21/18,00:00:00,151.4100000,152.2700000,150.3200000,151.1200000,24584730
GAZP,D,12/24/18,00:00:00,150.6600000,151.1500000,148.9300000,149.7300000,10653140
GAZP,D,12/25/18,00:00:00,148.3600000,148.4900000,145.0200000,147.0100000,13164880
GAZP,D,12/26/18,00:00:00,147.4700000,149.6600000,147.3600000,148.4100000,8569530
GAZP,D,12/27/18,00:00:00,151.0000000,152.4000000,150.0600000,150.6800000,16265460
GAZP,D,12/28/18,00:00:00,151.6800000,153.8000000,151.1600000,153.0000000,14209990
GAZP,D,12/29/18,00:00:00,153.6900000,153.7300000,152.8200000,153.5800000,2822290
GAZP,D,01/03/19,00:00:00,154.1300000,157.3000000,154.1100000,156.2800000,14156530
GAZP,D,01/04/19,00:00:00,156.7400000,159.1500000,156.7100000,159.1500000,14532100
GAZP,D,01/08/19,00:00:00,158.6500000,158.9400000,156.5500000,158.2600000,16952510
GAZP,D,01/09/19,00:00:00,158.8800000,160.4000000,158.4000000,160.2400000,19132150
GAZP,D,01/10/19,00:00:00,159.7400000,160.2000000,157.5600000,160.2000000,19908540
GAZP,D,01/11/19,00:00:00,160.2100000,161.1300000,159.8000000,161.0000000,17594360
GAZP,D,01/14/19,00:00:00,159.8400000,160.7500000,159.2000000,160.4800000,12570310
GAZP,D,01/15/19,00:00:00,160.9700000,161.5000000,157.3500000,158.1500000,20807500
GAZP,D,01/16/19,00:00:00,158.3500000,158.7500000,155.8000000,156.9000000,20854450
GAZP,D,01/17/19,00:00:00,157.2100000,157.2900000,155.6000000,157.1000000,16138910
GAZP,D,01/18/19,00:00:00,158.1700000,159.2000000,157.4300000,159.2000000,18171920
GAZP,D,01/21/19,00:00:00,159.0200000,160.0700000,158.0100000,158.3000000,11848340
GAZP,D,01/22/19,00:00:00,157.8600000,158.5000000,156.5700000,158.5000000,18825760
GAZP,D,01/23/19,00:00:00,158.2200000,159.9000000,158.0200000,159.9000000,14565330
GAZP,D,01/24/19,00:00:00,159.7100000,162.7800000,158.8600000,160.9000000,35642150
GAZP,D,01/25/19,00:00:00,161.6100000,162.8200000,160.1800000,162.8200000,19740330
GAZP,D,01/28/19,00:00:00,162.4000000,163.5800000,159.8200000,160.5600000,23869790
GAZP,D,01/29/19,00:00:00,160.1400000,162.9800000,159.0000000,162.9500000,22802210
GAZP,D,01/30/19,00:00:00,162.5100000,165.8400000,162.2600000,165.4000000,25103830
GAZP,D,01/31/19,00:00:00,166.0000000,166.4900000,162.5500000,162.8200000,30619120
GAZP,D,02/01/19,00:00:00,162.4700000,164.3700000,161.7500000,163.3300000,23022290
GAZP,D,02/04/19,00:00:00,163.3700000,165.0000000,162.8100000,163.2000000,11455620
GAZP,D,02/05/19,00:00:00,163.4500000,165.4300000,162.5400000,164.2500000,13705790
GAZP,D,02/06/19,00:00:00,164.4400000,164.6700000,163.0700000,163.2100000,9544680
GAZP,D,02/07/19,00:00:00,162.8800000,163.4400000,159.1000000,160.3900000,23511620
GAZP,D,02/08/19,00:00:00,159.1700000,161.3600000,158.1100000,159.8000000,19392120
GAZP,D,02/11/19,00:00:00,160.4300000,162.3000000,160.1800000,161.2900000,19102430
GAZP,D,02/12/19,00:00:00,161.5000000,163.6800000,160.7500000,163.6800000,14959180
GAZP,D,02/13/19,00:00:00,163.9400000,164.2800000,159.2700000,159.2700000,21976740
GAZP,D,02/14/19,00:00:00,157.3500000,158.7400000,155.1500000,155.1500000,38217060
GAZP,D,02/15/19,00:00:00,155.9900000,159.0400000,155.8900000,159.0400000,24534440
GAZP,D,02/18/19,00:00:00,159.2500000,159.9000000,156.1400000,156.4300000,17714880
GAZP,D,02/19/19,00:00:00,156.4900000,157.1400000,153.3600000,154.0300000,20048780
GAZP,D,02/20/19,00:00:00,154.6700000,155.6600000,153.6700000,154.4300000,21132090
GAZP,D,02/21/19,00:00:00,154.8400000,155.4100000,153.0100000,153.5000000,15195440
GAZP,D,02/22/19,00:00:00,153.5100000,155.6500000,153.4900000,154.6400000,13174630
GAZP,D,02/25/19,00:00:00,155.0100000,155.3700000,153.5600000,154.6000000,14729430
GAZP,D,02/26/19,00:00:00,153.9200000,155.3600000,152.8200000,155.3600000,18264040
GAZP,D,02/27/19,00:00:00,155.7000000,157.1500000,154.8200000,156.4000000,19613350
GAZP,D,02/28/19,00:00:00,156.3700000,159.2500000,156.0200000,158.9900000,34637820
GAZP,D,03/01/19,00:00:00,158.9200000,159.5500000,156.3100000,156.7100000,21869220
GAZP,D,03/04/19,00:00:00,156.7500000,156.7600000,154.4000000,154.4000000,17191730
GAZP,D,03/05/19,00:00:00,154.0400000,154.6500000,153.1100000,153.2000000,20106870
GAZP,D,03/06/19,00:00:00,153.3500000,154.4500000,153.0700000,154.2000000,17118260
GAZP,D,03/07/19,00:00:00,154.0000000,154.1900000,151.5800000,151.9000000,19664780
GAZP,D,03/11/19,00:00:00,151.9000000,152.4700000,150.5100000,151.6000000,19475200
GAZP,D,03/12/19,00:00:00,152.2400000,152.9500000,150.8400000,151.6400000,15459330
GAZP,D,03/13/19,00:00:00,151.2500000,153.3000000,150.6600000,153.3000000,18541850
GAZP,D,03/14/19,00:00:00,153.3500000,154.4000000,152.5300000,152.6800000,19954820
GAZP,D,03/15/19,00:00:00,152.9800000,154.5600000,152.1100000,154.5600000,33323370
GAZP,D,03/18/19,00:00:00,154.1700000,156.4800000,153.6000000,155.8400000,22046180
GAZP,D,03/19/19,00:00:00,155.8400000,156.4500000,154.6000000,155.5000000,17522800
GAZP,D,03/20/19,00:00:00,155.5400000,156.1400000,154.0000000,156.0900000,20074900
GAZP,D,03/21/19,00:00:00,156.3000000,156.7000000,154.5200000,155.3300000,28106530
GAZP,D,03/22/19,00:00:00,155.0200000,155.0200000,151.8500000,152.2900000,23196800
GAZP,D,03/25/19,00:00:00,151.2200000,152.2900000,150.7200000,152.2900000,22489970
GAZP,D,03/26/19,00:00:00,151.9900000,152.9100000,150.8300000,151.1200000,21606970
GAZP,D,03/27/19,00:00:00,150.9000000,151.4400000,149.0300000,149.4900000,23876030
GAZP,D,03/28/19,00:00:00,149.6800000,150.7500000,148.8300000,149.9800000,16368070
GAZP,D,03/29/19,00:00:00,150.1700000,151.6400000,149.1300000,149.6100000,26427080
GAZP,D,04/01/19,00:00:00,150.2700000,154.8100000,149.9200000,154.5300000,37014640
GAZP,D,04/02/19,00:00:00,154.8500000,155.8000000,153.3000000,155.0000000,30932830
GAZP,D,04/03/19,00:00:00,155.3500000,157.5800000,155.3100000,156.9900000,33767480
GAZP,D,04/04/19,00:00:00,156.8000000,158.8900000,156.4000000,158.8900000,22962870
GAZP,D,04/05/19,00:00:00,158.3700000,159.5000000,157.8700000,158.6000000,22836310
GAZP,D,04/08/19,00:00:00,158.8700000,160.8800000,158.8700000,160.5000000,25792120
GAZP,D,04/09/19,00:00:00,160.4500000,163.3500000,159.8000000,162.7000000,40138250
GAZP,D,04/10/19,00:00:00,162.4000000,164.9500000,162.1200000,162.8800000,38948440
GAZP,D,04/11/19,00:00:00,162.3700000,162.9500000,158.0400000,158.0400000,44918320
GAZP,D,04/12/19,00:00:00,158.5700000,160.4600000,157.9000000,159.1200000,29292480
GAZP,D,04/15/19,00:00:00,160.0000000,160.6000000,157.6200000,158.3300000,18161810
GAZP,D,04/16/19,00:00:00,158.9900000,163.4200000,158.2100000,162.2400000,27268370
GAZP,D,04/17/19,00:00:00,163.0000000,165.4000000,162.4000000,164.0000000,28383560
GAZP,D,04/18/19,00:00:00,163.6200000,163.7900000,160.8500000,161.7900000,19619030
GAZP,D,04/19/19,00:00:00,161.9400000,162.5700000,161.5000000,162.5700000,3846150
GAZP,D,04/22/19,00:00:00,163.2100000,164.3400000,162.7600000,163.5000000,8932150
GAZP,D,04/23/19,00:00:00,163.5800000,163.8500000,160.9100000,162.4200000,15143870
GAZP,D,04/24/19,00:00:00,162.9300000,163.0700000,159.1800000,160.5700000,25714110
GAZP,D,04/25/19,00:00:00,160.1900000,160.9500000,158.8000000,159.3100000,21705450
GAZP,D,04/26/19,00:00:00,159.0500000,161.0000000,158.5800000,161.0000000,17621560
GAZP,D,04/29/19,00:00:00,161.2000000,164.7400000,160.6800000,163.9300000,31180350
GAZP,D,04/30/19,00:00:00,164.0300000,165.4000000,163.0100000,163.9500000,31318480
GAZP,D,05/02/19,00:00:00,163.6700000,166.8500000,163.6700000,165.7100000,20687740
GAZP,D,05/03/19,00:00:00,166.2100000,166.9800000,165.8300000,166.3100000,13220120
GAZP,D,05/06/19,00:00:00,164.9800000,165.4500000,163.3400000,165.4500000,15413420
GAZP,D,05/07/19,00:00:00,165.0100000,166.2700000,164.2100000,164.2100000,19239460
GAZP,D,05/08/19,00:00:00,164.4900000,165.4400000,163.5500000,163.5700000,17864410
GAZP,D,05/10/19,00:00:00,163.6100000,164.9000000,162.6200000,163.6100000,16115500
GAZP,D,05/13/19,00:00:00,163.5400000,164.3400000,163.0000000,163.0000000,16929890
GAZP,D,05/14/19,00:00:00,163.0000000,190.9000000,162.6500000,189.6700000,182155530
GAZP,D,05/15/19,00:00:00,193.0300000,198.4000000,192.2900000,195.6100000,135042030
GAZP,D,05/16/19,00:00:00,194.6100000,203.4500000,194.2400000,202.7000000,99939840
GAZP,D,05/17/19,00:00:00,201.8100000,202.3000000,197.7100000,198.8900000,49498930
GAZP,D,05/20/19,00:00:00,200.2000000,201.4800000,198.3000000,200.8000000,27257450
GAZP,D,05/21/19,00:00:00,201.4000000,210.9800000,199.0100000,207.8000000,90723200
GAZP,D,05/22/19,00:00:00,208.9200000,210.1100000,206.3300000,208.1000000,34914980
GAZP,D,05/23/19,00:00:00,207.1000000,212.1800000,205.8400000,208.8600000,54423660
GAZP,D,05/24/19,00:00:00,209.4900000,210.2000000,203.7600000,204.5000000,28977610
GAZP,D,05/27/19,00:00:00,204.2500000,206.6000000,200.8400000,206.2000000,28108030
GAZP,D,05/28/19,00:00:00,206.0000000,206.0000000,201.0000000,203.1300000,61116250
GAZP,D,05/29/19,00:00:00,202.1000000,207.6900000,201.1100000,207.1400000,42885290
GAZP,D,05/30/19,00:00:00,207.9000000,216.4500000,207.5700000,213.1000000,77165630
GAZP,D,05/31/19,00:00:00,212.0000000,215.2700000,210.0500000,215.1000000,43583100
GAZP,D,06/03/19,00:00:00,214.4000000,251.6500000,213.5000000,235.5100000,218623740
GAZP,D,06/04/19,00:00:00,233.5000000,235.5900000,223.5200000,230.1600000,109468310
GAZP,D,06/05/19,00:00:00,230.2500000,233.3000000,228.0400000,230.0100000,40189180
GAZP,D,06/06/19,00:00:00,230.0000000,236.6200000,228.7100000,231.4500000,55255260
GAZP,D,06/07/19,00:00:00,233.1300000,233.7700000,230.0000000,230.5000000,42161970
GAZP,D,06/10/19,00:00:00,230.9600000,234.3000000,230.4000000,232.1000000,30561990
GAZP,D,06/11/19,00:00:00,232.3300000,237.6300000,231.1300000,234.8600000,44830680
GAZP,D,06/13/19,00:00:00,233.7400000,237.3500000,233.0100000,234.4400000,35344770
GAZP,D,06/14/19,00:00:00,234.3800000,235.4400000,231.2600000,231.5100000,25324550
GAZP,D,06/17/19,00:00:00,231.5500000,234.4400000,229.6300000,229.8100000,32323620
GAZP,D,06/18/19,00:00:00,229.6800000,232.3000000,228.3000000,232.1300000,32150900
GAZP,D,06/19/19,00:00:00,232.5000000,235.4200000,232.0000000,232.4600000,31792020
GAZP,D,06/20/19,00:00:00,234.0000000,234.4500000,231.4500000,232.5200000,44745000
GAZP,D,06/21/19,00:00:00,232.5000000,232.5200000,228.8500000,229.0900000,47026920
GAZP,D,06/24/19,00:00:00,229.5400000,233.0400000,229.4700000,232.3800000,22048370
GAZP,D,06/25/19,00:00:00,232.0200000,232.1900000,229.6400000,232.0900000,21479600
GAZP,D,06/26/19,00:00:00,232.5200000,233.6000000,232.0000000,233.1000000,19194980
GAZP,D,06/27/19,00:00:00,233.0100000,234.9300000,232.6000000,232.6000000,22173120
GAZP,D,06/28/19,00:00:00,233.2100000,235.4700000,232.3500000,232.8300000,42417300
GAZP,D,07/01/19,00:00:00,234.1600000,248.4300000,234.1000000,245.5000000,79789230
GAZP,D,07/02/19,00:00:00,246.2500000,249.2600000,243.7000000,246.6500000,31516910
GAZP,D,07/03/19,00:00:00,246.0100000,251.6000000,245.5500000,251.6000000,44695140
GAZP,D,07/04/19,00:00:00,251.6000000,256.4000000,250.6100000,255.3500000,43456600
GAZP,D,07/05/19,00:00:00,255.2000000,255.9600000,250.1200000,250.8900000,36201160
GAZP,D,07/08/19,00:00:00,250.1100000,250.9600000,245.2000000,248.5100000,39287950
GAZP,D,07/09/19,00:00:00,248.6500000,252.9300000,247.7100000,250.1700000,32399700
GAZP,D,07/10/19,00:00:00,250.6500000,251.4800000,248.8000000,250.2100000,32997900
GAZP,D,07/11/19,00:00:00,250.2100000,250.6900000,245.0000000,247.2000000,42946890
GAZP,D,07/12/19,00:00:00,247.0700000,247.8000000,244.0000000,245.5000000,21518430
GAZP,D,07/15/19,00:00:00,246.9800000,248.0800000,240.1000000,240.3000000,35954500
GAZP,D,07/16/19,00:00:00,240.1000000,240.4000000,235.8300000,238.0100000,40808070
GAZP,D,07/17/19,00:00:00,223.5600000,224.0300000,218.6300000,220.1900000,49159480
GAZP,D,07/18/19,00:00:00,219.0000000,219.8000000,215.7700000,218.3000000,30832300
GAZP,D,07/19/19,00:00:00,219.4900000,220.4300000,215.3700000,216.0000000,19994180
GAZP,D,07/22/19,00:00:00,215.9600000,220.0000000,214.1000000,217.1200000,33671480
GAZP,D,07/23/19,00:00:00,217.5000000,221.1700000,216.7600000,217.3900000,34688860
GAZP,D,07/24/19,00:00:00,218.4700000,218.4700000,210.5100000,212.0000000,44472730
GAZP,D,07/25/19,00:00:00,208.0000000,228.9400000,206.0000000,219.0000000,168276260
GAZP,D,07/26/19,00:00:00,217.0000000,236.0000000,217.0000000,234.2300000,180746030
GAZP,D,07/29/19,00:00:00,234.1200000,238.7000000,231.8300000,236.7300000,50392430
GAZP,D,07/30/19,00:00:00,236.2000000,237.1300000,232.3700000,237.1000000,43909750
GAZP,D,07/31/19,00:00:00,237.4300000,239.6400000,234.4400000,236.9000000,45390530
GAZP,D,08/01/19,00:00:00,234.5400000,237.3400000,233.2900000,234.2800000,31214130
GAZP,D,08/02/19,00:00:00,231.2000000,233.1700000,227.9100000,227.9100000,59088400
GAZP,D,08/05/19,00:00:00,225.9800000,228.0000000,222.3000000,223.6100000,53274790
GAZP,D,08/06/19,00:00:00,223.6200000,227.7800000,223.6200000,226.7600000,30408050
GAZP,D,08/07/19,00:00:00,226.9200000,232.6700000,225.5000000,227.6700000,49674350
GAZP,D,08/08/19,00:00:00,230.5600000,233.5400000,230.4300000,231.2100000,29462320
GAZP,D,08/09/19,00:00:00,231.4500000,232.2600000,228.9100000,229.9600000,18511340
GAZP,D,08/12/19,00:00:00,231.0100000,232.9700000,229.2900000,230.2400000,15899440
GAZP,D,08/13/19,00:00:00,229.8100000,232.1600000,226.4600000,229.8700000,35141330
GAZP,D,08/14/19,00:00:00,231.1000000,231.1900000,224.5800000,227.1000000,35810650
GAZP,D,08/15/19,00:00:00,227.6500000,229.7000000,224.8900000,227.1500000,32261660
GAZP,D,08/16/19,00:00:00,228.3500000,229.3800000,224.0800000,224.7100000,25088600
GAZP,D,08/19/19,00:00:00,226.0000000,227.2000000,223.6500000,226.8000000,19071590
GAZP,D,08/20/19,00:00:00,226.7900000,232.3200000,226.1500000,231.5400000,34614850
GAZP,D,08/21/19,00:00:00,231.7200000,232.3200000,230.5000000,231.2200000,20484120
GAZP,D,08/22/19,00:00:00,231.0000000,233.9800000,230.2100000,232.0600000,26482270
GAZP,D,08/23/19,00:00:00,232.6800000,233.0400000,228.9300000,229.3500000,28995640
GAZP,D,08/26/19,00:00:00,228.8000000,230.6000000,228.0500000,228.9000000,10989680
GAZP,D,08/27/19,00:00:00,228.9200000,229.2800000,223.0000000,227.0000000,55755870
GAZP,D,08/28/19,00:00:00,226.5200000,228.6400000,224.8800000,228.4800000,32501460
GAZP,D,08/29/19,00:00:00,228.8700000,235.2500000,228.6700000,233.2000000,47541460
GAZP,D,08/30/19,00:00:00,233.6700000,233.8500000,231.0700000,232.1500000,21999850
GAZP,D,09/02/19,00:00:00,231.9300000,234.2200000,230.5000000,233.6700000,19247230
GAZP,D,09/03/19,00:00:00,233.4000000,233.6000000,229.9600000,231.0200000,20644460
GAZP,D,09/04/19,00:00:00,232.7000000,234.7800000,232.1800000,233.7100000,27460870
GAZP,D,09/05/19,00:00:00,234.6400000,238.1700000,234.6400000,236.1800000,29825470
GAZP,D,09/06/19,00:00:00,235.8000000,235.9700000,232.3800000,234.4900000,24958710
GAZP,D,09/09/19,00:00:00,235.0100000,235.6200000,233.0000000,234.8500000,16605360
GAZP,D,09/10/19,00:00:00,234.5000000,235.1000000,232.0200000,233.0000000,24030270
GAZP,D,09/11/19,00:00:00,233.0300000,235.3800000,232.2000000,235.0700000,27067670
